id,kanji,english_meaning,readings_kana,reading_count,introduced_level,compound_count,compound_refs
N2_K290,軒,eaves; counter for houses,けん | のき,2,N2,2,N2_V275 N2_V574
N2_K291,績,achievement; result,せき,1,N2,2,N2_V276 N2_V575
N2_K292,干,dry; interfere,かん | ほす | ひる,3,N2,1,N2_V277
N2_K293,姓,surname,せい | しょう,2,N2,2,N2_V278 N2_V576
N2_K294,掘,dig,くつ | ほる,2,N2,1,N2_V279
N2_K295,籍,register; membership; record,せき,1,N2,1,N2_V577
N2_K296,珍,rare; unusual,ちん | めずらしい,2,N2,2,N2_V280 N2_V578
N2_K297,訓,instruction; reading; lesson,くん,1,N2,3,N2_V281 N2_V504 N2_V579
N2_K298,預,deposit; entrust,よ | あずける | あずかる,3,N2,1,N2_V282
N2_K299,署,government office; signature,しょ,1,N2,1,N2_V283
N2_K300,漁,fishing,ぎょ | りょう,2,N2,2,N2_V284 N2_V580
N2_K301,緑,green,りょく | みどり,2,N2,2,N2_V285 N2_V581
N2_K302,畳,tatami; fold,じょう | たたむ | たたみ,3,N2,1,N2_V286
N2_K303,咲,bloom,さく,1,N2,1,N2_V287
N2_K304,貿,trade,ぼう,1,N2,1,N2_V288
N2_K305,踊,dance,よう | おどる | おどり,3,N2,2,N2_V289 N2_V582
N2_K306,封,seal; close,ふう | ほう,2,N2,2,N2_V290 N2_V583
N2_K307,兆,sign; trillion,ちょう | きざす | きざし,3,N2,2,N2_V291 N2_V584
N2_K308,柱,pillar; column,ちゅう | はしら,2,N2,2,N2_V292 N2_V585
N2_K309,駐,station; be stationed; reside,ちゅう,1,N2,1,N2_V293
N2_K310,祝,celebrate,しゅく | いわう,2,N2,2,N2_V294 N2_V586
N2_K311,炭,charcoal; coal,たん | すみ,2,N2,2,N2_V295 N2_V587
N2_K312,柔,soft; gentle; flexible,じゅう | にゅう | やわらか | やわらかい,4,N2,2,N2_V296 N2_V588
N2_K313,雇,employ; hire,こ | やとう,2,N2,2,N2_V297 N2_V589
N2_K314,乾,dry; heaven,かん | かわく | かわかす,3,N2,2,N2_V298 N2_V362
N2_K315,鋭,sharp; acute,えい | するどい,2,N2,2,N2_V299 N2_V590
N2_K316,氷,ice,ひょう | こおり | ひ,3,N2,2,N2_V300 N2_V591
N2_K317,隅,corner,ぐう | すみ,2,N2,2,N2_V301 N2_V592
N2_K318,冊,counter for books; volume,さつ | さく,2,N2,2,N2_V302 N2_V593
N2_K319,糸,thread,し | いと,2,N2,2,N2_V303 N2_V594
N2_K320,募,recruit; collect,ぼ | つのる,2,N2,1,N2_V595
N2_K321,硬,hard; stiff,こう | かたい,2,N2,2,N2_V304 N2_V596
N2_K322,塗,paint; coat,と | ぬる,2,N2,2,N2_V305 N2_V597
N2_K323,憎,hate,ぞう | にくむ | にくい | にくらしい | にくしみ,5,N2,2,N2_V306 N2_V598
N2_K324,泥,mud,でい | どろ,2,N2,2,N2_V307 N2_V599
N2_K325,脂,fat; grease,し | あぶら,2,N2,1,N2_V308
N2_K326,粉,powder,ふん | こ | こな,3,N2,2,N2_V309 N2_V600
N2_K327,詞,word; part of speech,し,1,N2,2,N2_V310 N2_V601
N2_K328,筒,tube; cylinder,とう | つつ,2,N2,2,N2_V311 N2_V602
N2_K329,掃,sweep; clean,そう | はく,2,N2,3,N2_V312 N2_V392 N2_V603
N2_K330,塔,tower; pagoda,とう,1,N2,2,N2_V313 N2_V604
N2_K331,賢,wise; clever,けん | かしこい,2,N2,2,N2_V314 N2_V605
N2_K332,拾,pick up,しゅう | じゅう | ひろう,3,N2,2,N2_V315 N2_V606
N2_K333,麦,wheat; barley,ばく | むぎ,2,N2,2,N2_V316 N2_V607
N2_K334,刷,print,さつ | する,2,N2,2,N2_V317 N2_V608
N2_K335,卵,egg,らん | たまご,2,N2,2,N2_V318 N2_V609
N2_K336,械,machine; mechanism,かい,1,N2,1,N2_V319
N2_K337,皿,plate; dish,さら,1,N2,2,N2_V320 N2_V610
N2_K338,祈,pray,き | いのる,2,N2,2,N2_V321 N2_V611
N2_K339,灰,ash,かい | はい,2,N2,2,N2_V320 N2_V322
N2_K340,召,summon; call,しょう | めす,2,N2,2,N2_V323 N2_V612
N2_K341,溶,melt; dissolve,よう | とける | とかす | とく,4,N2,2,N2_V324 N2_V613
N2_K342,磨,polish; grind,ま | みがく,2,N2,2,N2_V325 N2_V614
N2_K343,粒,grain; particle,りゅう | つぶ,2,N2,2,N2_V326 N2_V615
N2_K344,喫,consume; drink; smoke,きつ,1,N2,2,N2_V327 N2_V616
N2_K345,机,desk,き | つくえ,2,N2,1,N2_V328
N2_K346,貯,save; store,ちょ,1,N2,3,N2_V329 N2_V446 N2_V617
N2_K347,匹,counter for small animals,ひつ | ひき,2,N2,1,N2_V330
N2_K348,綿,cotton,めん | わた,2,N2,2,N2_V331 N2_V618
N2_K349,贈,give; present,ぞう | おくる,2,N2,2,N2_V332 N2_V619
N2_K350,凍,freeze,とう | こおる | こごえる,3,N2,1,N2_V333
N2_K351,瓶,bottle,びん,1,N2,2,N2_V334 N2_V620
N2_K352,帽,hat; cap,ぼう,1,N2,1,N2_V335
N2_K353,涼,cool; refreshing,りょう | すずしい | すずむ,3,N2,2,N2_V336 N2_V621
N2_K354,秒,second,びょう,1,N2,2,N2_V337 N2_V622
N2_K355,湿,damp; humid,しつ | しめる | しめす,3,N2,2,N2_V338 N2_V623
N2_K356,蒸,steam; evaporate,じょう | むす | むれる | むらす,4,N2,2,N2_V339 N2_V624
N2_K357,菓,confectionery,か,1,N2,2,N2_V340 N2_V625
N2_K358,耕,cultivate; plow,こう | たがやす,2,N2,2,N2_V341 N2_V626
N2_K359,鉱,mineral; ore,こう,1,N2,2,N2_V342 N2_V627
N2_K360,膚,skin,ふ,1,N2,1,N2_V343
N2_K361,胃,stomach,い,1,N2,2,N2_V344 N2_V628
N2_K362,挟,insert; pinch; between,きょう | はさむ | はさまる,3,N2,1,N2_V345
N2_K363,郊,suburb; outskirts,こう,1,N2,2,N2_V346 N2_V629
N2_K364,銅,copper,どう,1,N2,2,N2_V347 N2_V630
N2_K365,鈍,dull; blunt,どん | にぶい | にぶる,3,N2,2,N2_V348 N2_V631
N2_K366,貝,shellfish; shell,かい,1,N2,1,N2_V349
N2_K367,缶,can; tin,かん,1,N2,2,N2_V193 N2_V350
N2_K368,枯,wither; dry up,こ | かれる | からす,3,N2,2,N2_V351 N2_V632
N2_K369,滴,drop; drip,てき | しずく | したたる,3,N2,2,N2_V352 N2_V633
N2_K370,符,sign; symbol,ふ,1,N2,2,N2_V353 N2_V634
N2_K371,畜,livestock,ちく,1,N2,1,N2_V354
N2_K372,軟,soft; flexible,なん | やわらか | やわらかい,3,N2,2,N2_V355 N2_V635
N2_K373,濯,wash; rinse,たく,1,N2,1,N2_V356
N2_K374,隻,counter for ships; one of a pair,せき,1,N2,1,N2_V357
N2_K375,伺,ask; visit; inquire humbly,し | うかがう,2,N2,1,N2_V358
N2_K376,沸,boil,ふつ | わく | わかす,3,N2,1,N2_V359
N2_K377,曇,cloudy,どん | くもる,2,N2,1,N2_V360
N2_K378,肯,agree; affirm,こう,1,N2,1,N2_V361
N2_K379,燥,dry; parched,そう,1,N2,1,N2_V362
N2_K380,零,zero; spill,れい,1,N2,2,N2_V363 N2_V636
N1_K0001,郎,young man; son,ろう,1,N1,1,N1_V0001
N1_K0002,結,tie; bind; conclude,けつ | むすぶ | ゆう | ゆわえる,4,N1,2,N1_V0002 N1_V0198
N1_K0003,氏,family name; clan,し | うじ,2,N1,1,N1_V0003
N1_K0004,衛,defense; guard,えい,1,N1,1,N1_V0004
N1_K0005,第,ordinal prefix,だい,1,N1,1,N1_V0005
N1_K0006,保,protect; preserve,ほ | たもつ,2,N1,1,N1_V0006
N1_K0007,義,justice; meaning; duty,ぎ,1,N1,1,N1_V0007
N1_K0008,吉,good luck,きち | きつ,2,N1,2,N1_V0008 N1_V0625
N1_K0009,士,warrior; professional,し,1,N1,4,N1_V0009 N1_V0129 N1_V0366 N1_V0709
N1_K0010,藤,wisteria,とう | ふじ,2,N1,1,N1_V0010
N1_K0011,井,well,せい | い,2,N1,1,N1_V0011
N1_K0012,江,inlet; bay,こう | え,2,N1,1,N1_V0012
N1_K0013,張,stretch; spread,ちょう | はる,2,N1,3,N1_V0013 N1_V0409 N1_V0465
N1_K0014,松,pine tree,しょう | まつ,2,N1,1,N1_V0014
N1_K0015,応,respond; apply,おう | こたえる,2,N1,2,N1_V0015 N1_V0303
N1_K0016,視,look; regard,し,1,N1,1,N1_V0016
N1_K0017,態,condition; attitude,たい,1,N1,2,N1_V0017 N1_V0797
N1_K0018,姿,figure; appearance,し | すがた,2,N1,1,N1_V0018
N1_K0019,皇,emperor; imperial,こう | おう,2,N1,3,N1_V0019 N1_V0162 N1_V0649
N1_K0020,宮,palace; shrine,きゅう | ぐう | みや,3,N1,1,N1_V0020
N1_K0021,離,separate; detach,り | はなれる | はなす,3,N1,3,N1_V0021 N1_V0304 N1_V1086
N1_K0022,基,base; foundation,き | もと | もとい,3,N1,3,N1_V0022 N1_V0321 N1_V0556
N1_K0023,隊,group; corps,たい,1,N1,1,N1_V0023
N1_K0024,素,element; plain,そ | す,2,N1,4,N1_V0024 N1_V0216 N1_V0720 N1_V0979
N1_K0025,価,value; price,か | あたい,2,N1,3,N1_V0025 N1_V0056 N1_V1017
N1_K0026,撃,attack; strike,げき | うつ,2,N1,2,N1_V0026 N1_V0174
N1_K0027,振,shake; swing,しん | ふる | ふるう | ふれる,4,N1,1,N1_V0027
N1_K0028,証,proof; certificate,しょう,1,N1,1,N1_V0028
N1_K0029,派,faction; school,は,1,N1,1,N1_V0029
N1_K0030,僕,I; servant,ぼく,1,N1,1,N1_V0030
N1_K0031,佐,assist; help,さ,1,N1,1,N1_V0031
N1_K0032,紀,chronicle; era,き,1,N1,1,N1_V0032
N1_K0033,統,govern; unite,とう | すべる,2,N1,1,N1_V0033
N1_K0034,器,vessel; instrument,き | うつわ,2,N1,5,N1_V0034 N1_V0196 N1_V0592 N1_V0669 N1_V0885
N1_K0035,異,different; unusual,い | こと,2,N1,2,N1_V0035 N1_V0102
N1_K0036,護,protect; defend,ご,1,N1,4,N1_V0006 N1_V0009 N1_V0264 N1_V0743
N1_K0037,条,clause; article,じょう,1,N1,1,N1_V0036
N1_K0038,独,alone; independent,どく | ひとり,2,N1,2,N1_V0037 N1_V0439
N1_K0039,源,source; origin,げん | みなもと,2,N1,1,N1_V0038
N1_K0040,影,shadow; influence,えい | かげ,2,N1,2,N1_V0039 N1_V0187
N1_K0041,眼,eye,がん | まなこ,2,N1,1,N1_V0040
N1_K0042,企,plan; undertake,き | くわだてる,2,N1,1,N1_V0041
N1_K0043,津,harbor; ferry,しん | つ,2,N1,1,N1_V0042
N1_K0044,案,plan; proposal,あん,1,N1,1,N1_V0043
N1_K0045,策,plan; policy,さく,1,N1,1,N1_V0044
N1_K0046,宗,religion; sect,しゅう | そう,2,N1,1,N1_V0045
N1_K0047,提,present; propose,てい | さげる,2,N1,2,N1_V0043 N1_V0046
N1_K0048,昭,bright; clear,しょう,1,N1,1,N1_V0047
N1_K0049,密,dense; secret,みつ,1,N1,1,N1_V0048
N1_K0050,司,administer; director,し,1,N1,1,N1_V0049
N1_K0051,検,examine; inspect,けん,1,N1,3,N1_V0050 N1_V0353 N1_V0657
N1_K0052,康,health; peace,こう,1,N1,1,N1_V0051
N1_K0053,沢,swamp; abundance,たく | さわ,2,N1,2,N1_V0052 N1_V0609
N1_K0054,秀,excel; outstanding,しゅう | ひいでる,2,N1,1,N1_V0053
N1_K0055,興,interest; prosper,こう | きょう | おこる | おこす,4,N1,1,N1_V0054
N1_K0056,率,rate; ratio,そつ | りつ | ひきいる,3,N1,1,N1_V0055
N1_K0057,評,evaluate; comment,ひょう,1,N1,1,N1_V0056
N1_K0058,監,oversee,かん,1,N1,2,N1_V0057 N1_V0445
N1_K0059,崎,cape; promontory,さき,1,N1,1,N1_V0058
N1_K0060,鮮,fresh; vivid,せん | あざやか,2,N1,1,N1_V0059
N1_K0061,激,violent; intense,げき | はげしい,2,N1,2,N1_V0060 N1_V0593
N1_K0062,徳,virtue,とく,1,N1,1,N1_V0061
N1_K0063,挙,raise; conduct,きょ | あげる | あがる,3,N1,1,N1_V0062
N1_K0064,志,intention; aspiration,し | こころざす | こころざし,3,N1,1,N1_V0063
N1_K0065,敷,spread; lay,ふ | しく,2,N1,1,N1_V0064
N1_K0066,系,system; lineage,けい,1,N1,1,N1_V0065
N1_K0067,織,weave; fabric,しょく | しき | おる,3,N1,2,N1_V0066 N1_V0793
N1_K0068,製,manufacture,せい,1,N1,1,N1_V0067
N1_K0069,端,edge; end,たん | はし | は | はた,4,N1,1,N1_V0068
N1_K0070,遺,leave behind,い,1,N1,2,N1_V0069 N1_V1060
N1_K0071,房,room; cluster,ぼう | ふさ,2,N1,1,N1_V0070
N1_K0072,街,street; town,がい | まち,2,N1,1,N1_V0071
N1_K0073,尾,tail; end,び | お,2,N1,1,N1_V0072
N1_K0074,株,stock; share,かぶ,1,N1,1,N1_V0073
N1_K0075,従,follow; obey,じゅう | したがう | したがえる,3,N1,2,N1_V0074 N1_V0290
N1_K0076,敵,enemy; opponent,てき | かたき,2,N1,1,N1_V0075
N1_K0077,展,expand; exhibit,てん,1,N1,1,N1_V0076
N1_K0078,描,draw; depict,びょう | えがく | かく,3,N1,1,N1_V0077
N1_K0079,修,discipline; repair,しゅう | おさめる | おさまる,3,N1,2,N1_V0078 N1_V1003
N1_K0080,我,self; ego,が | われ | わ,3,N1,1,N1_V0079
N1_K0081,載,load; publish,さい | のせる | のる,3,N1,2,N1_V0080 N1_V0852
N1_K0082,響,echo; influence,きょう | ひびく,2,N1,1,N1_V0039
N1_K0083,秘,secret,ひ | ひめる,2,N1,1,N1_V0048
N1_K0084,攻,attack,こう | せめる,2,N1,1,N1_V0026
N1_K0085,健,healthy; strong,けん | すこやか,2,N1,2,N1_V0051 N1_V0543
N1_K0086,裁,judge; cut,さい | たつ | さばく,3,N1,2,N1_V0081 N1_V0704
N1_K0087,隠,hide; conceal,いん | かくす | かくれる,3,N1,2,N1_V0082 N1_V0961
N1_K0088,環,ring; environment,かん,1,N1,2,N1_V0083 N1_V0791
N1_K0089,援,aid; assist,えん,1,N1,1,N1_V0084
N1_K0090,故,reason; deceased,こ | ゆえ,2,N1,2,N1_V0085 N1_V0152
N1_K0091,幕,curtain;幕府,まく | ばく,2,N1,1,N1_V0086
N1_K0092,督,supervise,とく,1,N1,1,N1_V0057
N1_K0093,倉,warehouse,そう | くら,2,N1,2,N1_V0087 N1_V0469
N1_K0094,施,carry out; bestow,し | せ | ほどこす,3,N1,1,N1_V0088
N1_K0095,嫌,dislike; hate,けん | きらう | いや,3,N1,1,N1_V0089
N1_K0096,継,succeed; inherit,けい | つぐ,2,N1,2,N1_V0090 N1_V0859
N1_K0097,障,hinder; obstacle,しょう | さわる,2,N1,2,N1_V0085 N1_V0091
N1_K0098,貴,precious; noble,き | たっとい | とうとい | たっとぶ | とうとぶ,5,N1,1,N1_V0092
N1_K0099,整,arrange; organize,せい | ととのえる | ととのう,3,N1,1,N1_V0093
N1_K0100,衆,masses; multitude,しゅう,1,N1,1,N1_V0094
N1_K0101,及,reach; extend,きゅう | およぶ | および | およぼす,4,N1,2,N1_V0095 N1_V0993
N1_K0102,盛,prosper;盛る,せい | もる | さかる | さかん,4,N1,3,N1_V0096 N1_V0309 N1_V1014
N1_K0103,玄,mysterious; profound,げん,1,N1,1,N1_V0097
N1_K0104,恵,blessing; favor,けい | え | めぐむ,3,N1,1,N1_V0098
N1_K0105,授,grant; teach,じゅ | さずける | さずかる,3,N1,1,N1_V0099
N1_K0106,弾,bullet;弹,だん | ひく | はずむ | たま,4,N1,4,N1_V0100 N1_V0218 N1_V0992 N1_V1069
N1_K0107,養,foster; nourish,よう | やしなう,2,N1,5,N1_V0101 N1_V0700 N1_V0833 N1_V0838 N1_V1055
N1_K0108,驚,surprise; astonish,きょう | おどろく | おどろかす,3,N1,1,N1_V0102
N1_K0109,奈,phonetic kanji; Nara element,な,1,N1,1,N1_V0103
N1_K0110,推,infer; recommend,すい | おす,2,N1,1,N1_V0104
N1_K0111,樹,tree; timber,じゅ,1,N1,1,N1_V0105
N1_K0112,為,do; cause; sake,い,1,N1,1,N1_V0106
N1_K0113,雄,male; hero,ゆう | お | おす,3,N1,2,N1_V0107 N1_V0995
N1_K0114,刀,sword; blade,とう | かたな,2,N1,1,N1_V0108
N1_K0115,弁,speech; valve; discriminate,べん,1,N1,2,N1_V0009 N1_V0109
N1_K0116,妙,strange; exquisite,みょう,1,N1,1,N1_V0110
N1_K0117,模,model; pattern,も | ぼ,2,N1,3,N1_V0111 N1_V0950 N1_V0969
N1_K0118,抗,resist; oppose,こう,1,N1,1,N1_V0112
N1_K0119,級,grade; class,きゅう,1,N1,1,N1_V0113
N1_K0120,瞬,blink; instant,しゅん | またたく,2,N1,1,N1_V0114
N1_K0121,称,name; title; praise,しょう,1,N1,1,N1_V0115
N1_K0122,華,splendor; flower,か | はな,2,N1,2,N1_V0116 N1_V0389
N1_K0123,傷,wound; injury,しょう | きず | いたむ | いためる,4,N1,2,N1_V0117 N1_V0767
N1_K0124,闘,fight; struggle,とう | たたかう,2,N1,1,N1_V0118
N1_K0125,筋,muscle; line,きん | すじ,2,N1,1,N1_V0119
N1_K0126,訳,reason; translation,やく | わけ,2,N1,1,N1_V0120
N1_K0127,射,shoot; radiate,しゃ | いる,2,N1,1,N1_V0121
N1_K0128,善,good; virtue,ぜん | よい,2,N1,2,N1_V0122 N1_V0740
N1_K0129,黙,silence,もく | だまる,2,N1,2,N1_V0123 N1_V0987
N1_K0130,柄,handle; pattern; character,へい | がら | え,3,N1,2,N1_V0124 N1_V0468
N1_K0131,刑,punishment,けい,1,N1,1,N1_V0125
N1_K0132,節,season; section; joint,せつ | ふし,2,N1,2,N1_V0126 N1_V0419
N1_K0133,脱,remove; escape,だつ | ぬぐ | ぬげる,3,N1,2,N1_V0127 N1_V0547
N1_K0134,厳,strict; severe,げん | おごそか | きびしい,3,N1,1,N1_V0128
N1_K0135,博,extensive; doctor,はく,1,N1,2,N1_V0129 N1_V0630
N1_K0136,陣,camp; battle formation,じん,1,N1,1,N1_V0130
N1_K0137,奇,strange; odd,き,1,N1,1,N1_V0131
N1_K0138,忠,loyalty,ちゅう,1,N1,1,N1_V0132
N1_K0139,染,dye; stain,せん | そめる | そまる | しみる | しみ,5,N1,1,N1_V0133
N1_K0140,微,tiny; delicate,び,1,N1,1,N1_V0110
N1_K0141,標,mark; standard,ひょう,1,N1,1,N1_V0134
N1_K0142,縁,relation; edge,えん | ふち,2,N1,1,N1_V0135
N1_K0143,壁,wall,へき | かべ,2,N1,1,N1_V0136
N1_K0144,駆,drive; gallop,く | かける | かる,3,N1,1,N1_V0137
N1_K0145,麻,hemp;麻,ま | あさ,2,N1,1,N1_V0138
N1_K0146,甲,armor; first class,こう | かん,2,N1,1,N1_V0139
N1_K0147,藩,feudal domain,はん,1,N1,1,N1_V0140
N1_K0148,迫,press; approach,はく | せまる,2,N1,2,N1_V0141 N1_V0420
N1_K0149,踏,step; tread,とう | ふむ | ふまえる,3,N1,1,N1_V0142
N1_K0150,討,attack; discuss,とう | うつ,2,N1,1,N1_V0143
N1_K0151,聖,holy; saint,せい,1,N1,1,N1_V0144
N1_K0152,典,code; ceremony; reference,てん,1,N1,1,N1_V0145
N1_K0153,剣,sword,けん | つるぎ,2,N1,1,N1_V0146
N1_K0154,症,symptom; disease,しょう,1,N1,2,N1_V0147 N1_V0392
N1_K0155,納,pay; supply; accept,のう | おさめる | おさまる,3,N1,1,N1_V0148
N1_K0156,弥,increasingly; more and more,や,1,N1,1,N1_V0149
N1_K0157,融,melt; finance; harmonize,ゆう,1,N1,1,N1_V0150
N1_K0158,浜,beach; seashore,ひん | はま,2,N1,1,N1_V0151
N1_K0159,郷,hometown; countryside,きょう | ごう,2,N1,1,N1_V0152
N1_K0160,惑,confuse; doubt,わく | まどう,2,N1,1,N1_V0153
N1_K0161,柳,willow,りゅう | やなぎ,2,N1,1,N1_V0154
N1_K0162,拠,base; grounds,きょ | こ,2,N1,1,N1_V0155
N1_K0163,奉,dedicate; serve,ほう | たてまつる,2,N1,1,N1_V0156
N1_K0164,壊,break; destroy,かい | こわす | こわれる,3,N1,1,N1_V0157
N1_K0165,益,benefit; profit,えき,1,N1,1,N1_V0158
N1_K0166,句,phrase; clause,く,1,N1,1,N1_V0159
N1_K0167,属,belong; genus,ぞく,1,N1,2,N1_V0160 N1_V0795
N1_K0168,功,achievement; merit,こう,1,N1,1,N1_V0161
N1_K0169,帝,emperor,てい,1,N1,1,N1_V0162
N1_K0170,賀,congratulations,が,1,N1,1,N1_V0163
N1_K0171,堀,moat; canal,ほり,1,N1,1,N1_V0164
N1_K0172,創,create; originate,そう | つくる,2,N1,1,N1_V0165
N1_K0173,泣,cry; weep,きゅう | なく,2,N1,1,N1_V0166
N1_K0174,憶,remember; recollection,おく,1,N1,1,N1_V0167
N1_K0175,幹,trunk; core; executive,かん | みき,2,N1,1,N1_V0168
N1_K0176,露,dew; expose,ろ | つゆ,2,N1,2,N1_V0169 N1_V0651
N1_K0177,矢,arrow,し | や,2,N1,1,N1_V0170
N1_K0178,握,grip; grasp,あく | にぎる,2,N1,2,N1_V0171 N1_V0705
N1_K0179,儀,ceremony; rule,ぎ,1,N1,1,N1_V0172
N1_K0180,聴,listen,ちょう | きく,2,N1,1,N1_V0173
N1_K0181,襲,attack; inherit,しゅう | おそう,2,N1,1,N1_V0174
N1_K0182,徴,sign; collect,ちょう,1,N1,1,N1_V0175
N1_K0183,丁,street block;丁寧,ちょう | てい,2,N1,1,N1_V0176
N1_K0184,憲,constitution; law,けん,1,N1,1,N1_V0177
N1_K0185,閣,cabinet; tower,かく,1,N1,1,N1_V0178
N1_K0186,救,rescue; save,きゅう | すくう,2,N1,1,N1_V0179
N1_K0187,陰,shade; negative,いん | かげ | かげる,3,N1,2,N1_V0180 N1_V0280
N1_K0188,繰,wind; repeat,くる,1,N1,1,N1_V0181
N1_K0189,那,what; phonetic element,な,1,N1,1,N1_V0182
N1_K0190,操,operate; chastity,そう | みさお | あやつる,3,N1,2,N1_V0183 N1_V0502
N1_K0191,騒,make noise; disturb,そう | さわぐ,2,N1,1,N1_V0184
N1_K0192,己,self,こ | き | おのれ,3,N1,1,N1_V0185
N1_K0193,魔,demon; magic,ま,1,N1,2,N1_V0186 N1_V0339
N1_K0194,撮,photograph,さつ | とる,2,N1,1,N1_V0187
N1_K0195,携,carry; portable,けい | たずさえる | たずさわる,3,N1,1,N1_V0188
N1_K0196,隣,neighbor,りん | となる | となり,3,N1,1,N1_V0189
N1_K0197,宣,proclaim,せん,1,N1,1,N1_V0190
N1_K0198,遣,dispatch; use,けん | つかう | つかわす,3,N1,1,N1_V0029
N1_K0199,訴,sue; appeal,そ | うったえる,2,N1,1,N1_V0191
N1_K0200,茂,grow thick; luxuriant,も | しげる,2,N1,1,N1_V0192
N1_K0201,釣,fish; angle,ちょう | つる,2,N1,1,N1_V0193
N1_K0202,批,criticize,ひ,1,N1,2,N1_V0194 N1_V1015
N1_K0203,誘,invite; induce,ゆう | さそう,2,N1,3,N1_V0195 N1_V0461 N1_V0939
N1_K0204,核,nucleus; core,かく,1,N1,1,N1_V0196
N1_K0205,哲,philosophy; wisdom,てつ,1,N1,1,N1_V0197
N1_K0206,豪,powerful; splendid,ごう,1,N1,1,N1_V0116
N1_K0207,締,tighten; conclude,てい | しまる | しめる,3,N1,1,N1_V0198
N1_K0208,鹿,deer,しか,1,N1,1,N1_V0199
N1_K0209,就,take position; engage,しゅう | つく | つける,3,N1,1,N1_V0200
N1_K0210,滅,destroy; perish,めつ | ほろびる | ほろぼす,3,N1,1,N1_V0201
N1_K0211,仰,look up; respect,ぎょう | あおぐ | おおせ,3,N1,1,N1_V0202
N1_K0212,瀬,rapids; shallows,せ,1,N1,1,N1_V0203
N1_K0213,致,bring about; do,ち | いたす,2,N1,2,N1_V0204 N1_V0636
N1_K0214,伏,bow down; hide,ふく | ふせる | ふす,3,N1,1,N1_V0205
N1_K0215,杉,cedar,すぎ,1,N1,1,N1_V0206
N1_K0216,審,judge; examine,しん,1,N1,2,N1_V0207 N1_V0994
N1_K0217,避,avoid,ひ | さける,2,N1,1,N1_V0208
N1_K0218,揺,shake; sway,よう | ゆれる | ゆる | ゆらぐ | ゆるぐ | ゆする | ゆさぶる | ゆすぶる,8,N1,1,N1_V0209
N1_K0219,浦,bay; seashore,うら,1,N1,1,N1_V0210
N1_K0220,至,arrive; utmost,し | いたる,2,N1,1,N1_V0211
N1_K0221,裕,abundant;裕福,ゆう,1,N1,1,N1_V0212
N1_K0222,盟,alliance; oath,めい,1,N1,1,N1_V0213
N1_K0223,執,grasp; execute,しつ | しゅう | とる,3,N1,1,N1_V0214
N1_K0224,崩,collapse; crumble,ほう | くずれる | くずす,3,N1,1,N1_V0157
N1_K0225,鬼,demon; ogre,き | おに,2,N1,1,N1_V0215
N1_K0226,酸,acid; sour,さん | すい,2,N1,3,N1_V0216 N1_V0928 N1_V0966
N1_K0227,拡,expand,かく,1,N1,1,N1_V0217
N1_K0228,銃,gun,じゅう,1,N1,2,N1_V0218 N1_V0729
N1_K0229,維,maintain; fiber,い,1,N1,2,N1_V0219 N1_V0703
N1_K0230,縄,rope,じょう | なわ,2,N1,2,N1_V0220 N1_V0229
N1_K0231,詩,poem,し,1,N1,1,N1_V0221
N1_K0232,廃,abolish; waste,はい | すたれる | すたる,3,N1,1,N1_V0222
N1_K0233,充,fill; allocate,じゅう | あてる,2,N1,2,N1_V0223 N1_V1029
N1_K0234,鏡,mirror,きょう | かがみ,2,N1,2,N1_V0040 N1_V0224
N1_K0235,仮,temporary;假,か | かり,2,N1,1,N1_V0225
N1_K0236,吐,spit;吐息,と | はく,2,N1,1,N1_V0226
N1_K0237,請,request,せい | こう | うける,3,N1,1,N1_V0227
N1_K0238,眺,look out; gaze,ちょう | ながめる,2,N1,1,N1_V0228
N1_K0239,沖,offshore,ちゅう | おき,2,N1,1,N1_V0229
N1_K0240,躍,leap;活躍,やく | おどる,2,N1,2,N1_V0230 N1_V0564
N1_K0241,威,power;威力,い,1,N1,2,N1_V0231 N1_V1031
N1_K0242,屈,bend; yield,くつ,1,N1,2,N1_V0232 N1_V0687
N1_K0243,勘,intuition,かん,1,N1,1,N1_V0233
N1_K0244,徹,penetrate; thorough,てつ,1,N1,1,N1_V0234
N1_K0245,斎,purification; room,さい,1,N1,1,N1_V0235
N1_K0246,謝,apologize; thank,しゃ | あやまる,2,N1,2,N1_V0236 N1_V0605
N1_K0247,艦,warship,かん,1,N1,2,N1_V0237 N1_V0915
N1_K0248,催,hold; urge,さい | もよおす,2,N1,1,N1_V0238
N1_K0249,舎,building; quarters,しゃ,1,N1,1,N1_V0239
N1_K0250,仁,benevolence,じん,1,N1,1,N1_V0240
N1_K0251,衝,collide; impact,しょう,1,N1,1,N1_V0241
N1_K0252,脚,leg; script,きゃく | あし,2,N1,1,N1_V0242
N1_K0253,虎,tiger,こ | とら,2,N1,1,N1_V0243
N1_K0254,潮,tide,ちょう | しお,2,N1,1,N1_V0244
N1_K0255,穴,hole,けつ | あな,2,N1,1,N1_V0245
N1_K0256,怪,suspicious;怪物,かい | あやしい | あやしむ,3,N1,2,N1_V0246 N1_V0699
N1_K0257,仙,hermit;仙人,せん,1,N1,1,N1_V0247
N1_K0258,輝,shine,き | かがやく,2,N1,1,N1_V0248
N1_K0259,緊,tight; urgent,きん,1,N1,1,N1_V0249
N1_K0260,唇,lips,しん | くちびる,2,N1,1,N1_V0250
